video_path,source_dataset,source_video_id,original_split,label
..\data\raw\rwf2000\train\Train_Fight\s-jW4cyavW0_2.avi,RWF-2000,s-jW4cyavW0_2,train,violence
..\data\raw\rwf2000\train\Train_Fight\s3gaPKuW_0.avi,RWF-2000,s3gaPKuW_0,train,violence
..\data\raw\rwf2000\train\Train_Fight\s3gaPKuW_1.avi,RWF-2000,s3gaPKuW_1,train,violence
..\data\raw\rwf2000\train\Train_Fight\sadffg_950.avi,RWF-2000,sadffg_950,train,violence
..\data\raw\rwf2000\train\Train_Fight\sadsa_956.avi,RWF-2000,sadsa_956,train,violence
..\data\raw\rwf2000\train\Train_Fight\sadsa_957.avi,RWF-2000,sadsa_957,train,violence
..\data\raw\rwf2000\train\Train_Fight\sadsa_958.avi,RWF-2000,sadsa_958,train,violence
..\data\raw\rwf2000\train\Train_Fight\sadsa_959.avi,RWF-2000,sadsa_959,train,violence
..\data\raw\rwf2000\train\Train_Fight\sadsa_960.avi,RWF-2000,sadsa_960,train,violence
..\data\raw\rwf2000\train\Train_Fight\sadsa_961.avi,RWF-2000,sadsa_961,train,violence
..\data\raw\rwf2000\train\Train_Fight\SCnBiAteLVI_0.avi,RWF-2000,SCnBiAteLVI_0,train,violence
..\data\raw\rwf2000\train\Train_Fight\SCnBiAteLVI_1.avi,RWF-2000,SCnBiAteLVI_1,train,violence
..\data\raw\rwf2000\train\Train_Fight\SGntTioECg4_997.avi,RWF-2000,SGntTioECg4_997,train,violence
..\data\raw\rwf2000\train\Train_Fight\SGntTioECg4_999.avi,RWF-2000,SGntTioECg4_999,train,violence
..\data\raw\rwf2000\train\Train_Fight\SjJEt0drQZs_0.avi,RWF-2000,SjJEt0drQZs_0,train,violence
..\data\raw\rwf2000\train\Train_Fight\SmBrtaGJ_0.avi,RWF-2000,SmBrtaGJ_0,train,violence
..\data\raw\rwf2000\train\Train_Fight\SmBrtaGJ_1.avi,RWF-2000,SmBrtaGJ_1,train,violence
..\data\raw\rwf2000\train\Train_Fight\SNGRni0hBUM_0.avi,RWF-2000,SNGRni0hBUM_0,train,violence
..\data\raw\rwf2000\train\Train_Fight\Suv_mMs8J9g_0.avi,RWF-2000,Suv_mMs8J9g_0,train,violence
..\data\raw\rwf2000\train\Train_Fight\SXd2yu2LHv0_0.avi,RWF-2000,SXd2yu2LHv0_0,train,violence
..\data\raw\rwf2000\train\Train_Fight\SXd2yu2LHv0_1.avi,RWF-2000,SXd2yu2LHv0_1,train,violence
..\data\raw\rwf2000\train\Train_Fight\SXd2yu2LHv0_2.avi,RWF-2000,SXd2yu2LHv0_2,train,violence
..\data\raw\rwf2000\train\Train_Fight\t2z75yT2S_M_0.avi,RWF-2000,t2z75yT2S_M_0,train,violence
..\data\raw\rwf2000\train\Train_Fight\t2z75yT2S_M_1.avi,RWF-2000,t2z75yT2S_M_1,train,violence
..\data\raw\rwf2000\train\Train_Fight\T56HlypCEyU_0.avi,RWF-2000,T56HlypCEyU_0,train,violence
..\data\raw\rwf2000\train\Train_Fight\T56HlypCEyU_1.avi,RWF-2000,T56HlypCEyU_1,train,violence
..\data\raw\rwf2000\train\Train_Fight\T56HlypCEyU_2.avi,RWF-2000,T56HlypCEyU_2,train,violence
..\data\raw\rwf2000\train\Train_Fight\ThiaJUQ8_1.avi,RWF-2000,ThiaJUQ8_1,train,violence
..\data\raw\rwf2000\train\Train_Fight\ThiaJUQ8_2.avi,RWF-2000,ThiaJUQ8_2,train,violence
..\data\raw\rwf2000\train\Train_Fight\ThiaJUQ8_3.avi,RWF-2000,ThiaJUQ8_3,train,violence
..\data\raw\rwf2000\train\Train_Fight\tILABXoHE7s_0.avi,RWF-2000,tILABXoHE7s_0,train,violence
..\data\raw\rwf2000\train\Train_Fight\tILABXoHE7s_1.avi,RWF-2000,tILABXoHE7s_1,train,violence
..\data\raw\rwf2000\train\Train_Fight\tILABXoHE7s_2.avi,RWF-2000,tILABXoHE7s_2,train,violence
..\data\raw\rwf2000\train\Train_Fight\tILABXoHE7s_3.avi,RWF-2000,tILABXoHE7s_3,train,violence
..\data\raw\rwf2000\train\Train_Fight\tILABXoHE7s_4.avi,RWF-2000,tILABXoHE7s_4,train,violence
..\data\raw\rwf2000\train\Train_Fight\tILABXoHE7s_5.avi,RWF-2000,tILABXoHE7s_5,train,violence
..\data\raw\rwf2000\train\Train_Fight\tIvvuvuJFYc_0.avi,RWF-2000,tIvvuvuJFYc_0,train,violence
..\data\raw\rwf2000\train\Train_Fight\tIvvuvuJFYc_1.avi,RWF-2000,tIvvuvuJFYc_1,train,violence
..\data\raw\rwf2000\train\Train_Fight\tIvvuvuJFYc_2.avi,RWF-2000,tIvvuvuJFYc_2,train,violence
..\data\raw\rwf2000\train\Train_Fight\TJfoIe801t8_0.avi,RWF-2000,TJfoIe801t8_0,train,violence
..\data\raw\rwf2000\train\Train_Fight\TKBcD3J9Cc8_0.avi,RWF-2000,TKBcD3J9Cc8_0,train,violence
..\data\raw\rwf2000\train\Train_Fight\TKBcD3J9Cc8_1.avi,RWF-2000,TKBcD3J9Cc8_1,train,violence
..\data\raw\rwf2000\train\Train_Fight\TKBcD3J9Cc8_2.avi,RWF-2000,TKBcD3J9Cc8_2,train,violence
..\data\raw\rwf2000\train\Train_Fight\trhfd_1015.avi,RWF-2000,trhfd_1015,train,violence
..\data\raw\rwf2000\train\Train_Fight\trhfd_1016.avi,RWF-2000,trhfd_1016,train,violence
..\data\raw\rwf2000\train\Train_Fight\trhfd_1017.avi,RWF-2000,trhfd_1017,train,violence
..\data\raw\rwf2000\train\Train_Fight\trhfd_1018.avi,RWF-2000,trhfd_1018,train,violence
..\data\raw\rwf2000\train\Train_Fight\trhfd_1019.avi,RWF-2000,trhfd_1019,train,violence
..\data\raw\rwf2000\train\Train_Fight\truutrdf_1081.avi,RWF-2000,truutrdf_1081,train,violence
..\data\raw\rwf2000\train\Train_Fight\truutrdf_1082.avi,RWF-2000,truutrdf_1082,train,violence
..\data\raw\rwf2000\train\Train_Fight\truutrdf_1083.avi,RWF-2000,truutrdf_1083,train,violence
..\data\raw\rwf2000\train\Train_Fight\truutrdf_1084.avi,RWF-2000,truutrdf_1084,train,violence
..\data\raw\rwf2000\train\Train_Fight\truutrdf_1085.avi,RWF-2000,truutrdf_1085,train,violence
..\data\raw\rwf2000\train\Train_Fight\truutrdf_1086.avi,RWF-2000,truutrdf_1086,train,violence
..\data\raw\rwf2000\train\Train_Fight\truutrdf_1087.avi,RWF-2000,truutrdf_1087,train,violence
..\data\raw\rwf2000\train\Train_Fight\tuQyUHkOpdk_0.avi,RWF-2000,tuQyUHkOpdk_0,train,violence
..\data\raw\rwf2000\train\Train_Fight\TuWan04E3gQ_0.avi,RWF-2000,TuWan04E3gQ_0,train,violence
..\data\raw\rwf2000\train\Train_Fight\TuWan04E3gQ_1.avi,RWF-2000,TuWan04E3gQ_1,train,violence
..\data\raw\rwf2000\train\Train_Fight\tUzd4cN2_0.avi,RWF-2000,tUzd4cN2_0,train,violence
..\data\raw\rwf2000\train\Train_Fight\u-29uYuR2cg_0.avi,RWF-2000,u-29uYuR2cg_0,train,violence
..\data\raw\rwf2000\train\Train_Fight\U-rD98WfBYs_0.avi,RWF-2000,U-rD98WfBYs_0,train,violence
..\data\raw\rwf2000\train\Train_Fight\u1r8f71c_0.avi,RWF-2000,u1r8f71c_0,train,violence
..\data\raw\rwf2000\train\Train_Fight\u1r8f71c_1.avi,RWF-2000,u1r8f71c_1,train,violence
..\data\raw\rwf2000\train\Train_Fight\u1r8f71c_2.avi,RWF-2000,u1r8f71c_2,train,violence
..\data\raw\rwf2000\train\Train_Fight\u1r8f71c_3.avi,RWF-2000,u1r8f71c_3,train,violence
..\data\raw\rwf2000\train\Train_Fight\u1r8f71c_4.avi,RWF-2000,u1r8f71c_4,train,violence
..\data\raw\rwf2000\train\Train_Fight\u2Lkzfb0_0.avi,RWF-2000,u2Lkzfb0_0,train,violence
..\data\raw\rwf2000\train\Train_Fight\u2Lkzfb0_1.avi,RWF-2000,u2Lkzfb0_1,train,violence
..\data\raw\rwf2000\train\Train_Fight\u2Lkzfb0_2.avi,RWF-2000,u2Lkzfb0_2,train,violence
..\data\raw\rwf2000\train\Train_Fight\u2Lkzfb0_3.avi,RWF-2000,u2Lkzfb0_3,train,violence
..\data\raw\rwf2000\train\Train_Fight\ug2tQMG8DC0_0.avi,RWF-2000,ug2tQMG8DC0_0,train,violence
..\data\raw\rwf2000\train\Train_Fight\ug2tQMG8DC0_1.avi,RWF-2000,ug2tQMG8DC0_1,train,violence
..\data\raw\rwf2000\train\Train_Fight\ug2tQMG8DC0_2.avi,RWF-2000,ug2tQMG8DC0_2,train,violence
..\data\raw\rwf2000\train\Train_Fight\uGGFPY75IYQ_0.avi,RWF-2000,uGGFPY75IYQ_0,train,violence
..\data\raw\rwf2000\train\Train_Fight\uGGFPY75IYQ_1.avi,RWF-2000,uGGFPY75IYQ_1,train,violence
..\data\raw\rwf2000\train\Train_Fight\uKFI67bUzfg_0.avi,RWF-2000,uKFI67bUzfg_0,train,violence
..\data\raw\rwf2000\train\Train_Fight\uKFI67bUzfg_1.avi,RWF-2000,uKFI67bUzfg_1,train,violence
..\data\raw\rwf2000\train\Train_Fight\uKFI67bUzfg_2.avi,RWF-2000,uKFI67bUzfg_2,train,violence
..\data\raw\rwf2000\train\Train_Fight\umOs1WLBkuo_0.avi,RWF-2000,umOs1WLBkuo_0,train,violence
..\data\raw\rwf2000\train\Train_Fight\umOs1WLBkuo_1.avi,RWF-2000,umOs1WLBkuo_1,train,violence
..\data\raw\rwf2000\train\Train_Fight\umOs1WLBkuo_2.avi,RWF-2000,umOs1WLBkuo_2,train,violence
..\data\raw\rwf2000\train\Train_Fight\UvLAudRA91Y_0.avi,RWF-2000,UvLAudRA91Y_0,train,violence
..\data\raw\rwf2000\train\Train_Fight\UvLAudRA91Y_1.avi,RWF-2000,UvLAudRA91Y_1,train,violence
..\data\raw\rwf2000\train\Train_Fight\uXf4C-YwbtM_1.avi,RWF-2000,uXf4C-YwbtM_1,train,violence
..\data\raw\rwf2000\train\Train_Fight\uXf4C-YwbtM_3.avi,RWF-2000,uXf4C-YwbtM_3,train,violence
..\data\raw\rwf2000\train\Train_Fight\V726w0IKCp4_0.avi,RWF-2000,V726w0IKCp4_0,train,violence
..\data\raw\rwf2000\train\Train_Fight\V726w0IKCp4_1.avi,RWF-2000,V726w0IKCp4_1,train,violence
..\data\raw\rwf2000\train\Train_Fight\V726w0IKCp4_2.avi,RWF-2000,V726w0IKCp4_2,train,violence
..\data\raw\rwf2000\train\Train_Fight\V726w0IKCp4_3.avi,RWF-2000,V726w0IKCp4_3,train,violence
..\data\raw\rwf2000\train\Train_Fight\vBwKQfJYG1Q_0.avi,RWF-2000,vBwKQfJYG1Q_0,train,violence
..\data\raw\rwf2000\train\Train_Fight\vBwKQfJYG1Q_1.avi,RWF-2000,vBwKQfJYG1Q_1,train,violence
..\data\raw\rwf2000\train\Train_Fight\vBwKQfJYG1Q_2.avi,RWF-2000,vBwKQfJYG1Q_2,train,violence
..\data\raw\rwf2000\train\Train_Fight\vBwKQfJYG1Q_3.avi,RWF-2000,vBwKQfJYG1Q_3,train,violence
..\data\raw\rwf2000\train\Train_Fight\vBwKQfJYG1Q_4.avi,RWF-2000,vBwKQfJYG1Q_4,train,violence
..\data\raw\rwf2000\train\Train_Fight\vBwKQfJYG1Q_5.avi,RWF-2000,vBwKQfJYG1Q_5,train,violence
..\data\raw\rwf2000\train\Train_Fight\vBwKQfJYG1Q_6.avi,RWF-2000,vBwKQfJYG1Q_6,train,violence
..\data\raw\rwf2000\train\Train_Fight\VbwTMJroTbI_0.avi,RWF-2000,VbwTMJroTbI_0,train,violence
..\data\raw\rwf2000\train\Train_Fight\Vd27cYFthms_0.avi,RWF-2000,Vd27cYFthms_0,train,violence
..\data\raw\rwf2000\train\Train_Fight\VfDyc4ORBSI_0.avi,RWF-2000,VfDyc4ORBSI_0,train,violence
..\data\raw\rwf2000\train\Train_Fight\VfDyc4ORBSI_1.avi,RWF-2000,VfDyc4ORBSI_1,train,violence
..\data\raw\rwf2000\train\Train_Fight\videoplayback (1)_54.avi,RWF-2000,videoplayback (1)_54,train,violence
..\data\raw\rwf2000\train\Train_Fight\videoplayback (1)_55.avi,RWF-2000,videoplayback (1)_55,train,violence
..\data\raw\rwf2000\train\Train_Fight\videoplayback (2)_66.avi,RWF-2000,videoplayback (2)_66,train,violence
..\data\raw\rwf2000\train\Train_Fight\videoplayback (2)_74.avi,RWF-2000,videoplayback (2)_74,train,violence
..\data\raw\rwf2000\train\Train_Fight\videoplayback_92.avi,RWF-2000,videoplayback_92,train,violence
..\data\raw\rwf2000\train\Train_Fight\videoplayback_93.avi,RWF-2000,videoplayback_93,train,violence
..\data\raw\rwf2000\train\Train_Fight\videoplayback_94.avi,RWF-2000,videoplayback_94,train,violence
..\data\raw\rwf2000\train\Train_Fight\videoplayback_95.avi,RWF-2000,videoplayback_95,train,violence
..\data\raw\rwf2000\train\Train_Fight\vQKHxtrdEHM_0.avi,RWF-2000,vQKHxtrdEHM_0,train,violence
..\data\raw\rwf2000\train\Train_Fight\vQKHxtrdEHM_1.avi,RWF-2000,vQKHxtrdEHM_1,train,violence
..\data\raw\rwf2000\train\Train_Fight\vQKHxtrdEHM_2.avi,RWF-2000,vQKHxtrdEHM_2,train,violence
..\data\raw\rwf2000\train\Train_Fight\vQKHxtrdEHM_3.avi,RWF-2000,vQKHxtrdEHM_3,train,violence
..\data\raw\rwf2000\train\Train_Fight\vQKHxtrdEHM_4.avi,RWF-2000,vQKHxtrdEHM_4,train,violence
..\data\raw\rwf2000\train\Train_Fight\vQKHxtrdEHM_5.avi,RWF-2000,vQKHxtrdEHM_5,train,violence
..\data\raw\rwf2000\train\Train_Fight\vQKHxtrdEHM_6.avi,RWF-2000,vQKHxtrdEHM_6,train,violence
..\data\raw\rwf2000\train\Train_Fight\vQKHxtrdEHM_7.avi,RWF-2000,vQKHxtrdEHM_7,train,violence
..\data\raw\rwf2000\train\Train_Fight\vQKHxtrdEHM_9.avi,RWF-2000,vQKHxtrdEHM_9,train,violence
..\data\raw\rwf2000\train\Train_Fight\VYWWsld6ibI_0.avi,RWF-2000,VYWWsld6ibI_0,train,violence
..\data\raw\rwf2000\train\Train_Fight\w1T3NmEAt00_0.avi,RWF-2000,w1T3NmEAt00_0,train,violence
..\data\raw\rwf2000\train\Train_Fight\Wby1vUy8aYI_0.avi,RWF-2000,Wby1vUy8aYI_0,train,violence
..\data\raw\rwf2000\train\Train_Fight\Wby1vUy8aYI_1.avi,RWF-2000,Wby1vUy8aYI_1,train,violence
..\data\raw\rwf2000\train\Train_Fight\Wby1vUy8aYI_2.avi,RWF-2000,Wby1vUy8aYI_2,train,violence
..\data\raw\rwf2000\train\Train_Fight\wetrew_1195.avi,RWF-2000,wetrew_1195,train,violence
..\data\raw\rwf2000\train\Train_Fight\wetyh_1204.avi,RWF-2000,wetyh_1204,train,violence
..\data\raw\rwf2000\train\Train_Fight\wetyh_1205.avi,RWF-2000,wetyh_1205,train,violence
..\data\raw\rwf2000\train\Train_Fight\wetyh_1206.avi,RWF-2000,wetyh_1206,train,violence
..\data\raw\rwf2000\train\Train_Fight\wetyh_1207.avi,RWF-2000,wetyh_1207,train,violence
..\data\raw\rwf2000\train\Train_Fight\wetyh_1208.avi,RWF-2000,wetyh_1208,train,violence
..\data\raw\rwf2000\train\Train_Fight\wetyh_1223.avi,RWF-2000,wetyh_1223,train,violence
..\data\raw\rwf2000\train\Train_Fight\wetyh_1224.avi,RWF-2000,wetyh_1224,train,violence
..\data\raw\rwf2000\train\Train_Fight\wxdRVAZk_0.avi,RWF-2000,wxdRVAZk_0,train,violence
..\data\raw\rwf2000\train\Train_Fight\wxdRVAZk_1.avi,RWF-2000,wxdRVAZk_1,train,violence
..\data\raw\rwf2000\train\Train_Fight\X6V5o-uCYF4_0.avi,RWF-2000,X6V5o-uCYF4_0,train,violence
..\data\raw\rwf2000\train\Train_Fight\X6V5o-uCYF4_1.avi,RWF-2000,X6V5o-uCYF4_1,train,violence
..\data\raw\rwf2000\train\Train_Fight\X6V5o-uCYF4_2.avi,RWF-2000,X6V5o-uCYF4_2,train,violence
..\data\raw\rwf2000\train\Train_Fight\X6V5o-uCYF4_3.avi,RWF-2000,X6V5o-uCYF4_3,train,violence
..\data\raw\rwf2000\train\Train_Fight\X6V5o-uCYF4_4.avi,RWF-2000,X6V5o-uCYF4_4,train,violence
..\data\raw\rwf2000\train\Train_Fight\Xh6FNqKDMak_0.avi,RWF-2000,Xh6FNqKDMak_0,train,violence
..\data\raw\rwf2000\train\Train_Fight\xKq3hlefCUI_0.avi,RWF-2000,xKq3hlefCUI_0,train,violence
..\data\raw\rwf2000\train\Train_Fight\xKq3hlefCUI_1.avi,RWF-2000,xKq3hlefCUI_1,train,violence
..\data\raw\rwf2000\train\Train_Fight\XRC_6WgxusI_0.avi,RWF-2000,XRC_6WgxusI_0,train,violence
..\data\raw\rwf2000\train\Train_Fight\xrlCdUaagHY_0.avi,RWF-2000,xrlCdUaagHY_0,train,violence
..\data\raw\rwf2000\train\Train_Fight\YaWxiAtCwxE_0.avi,RWF-2000,YaWxiAtCwxE_0,train,violence
..\data\raw\rwf2000\train\Train_Fight\YaWxiAtCwxE_1.avi,RWF-2000,YaWxiAtCwxE_1,train,violence
..\data\raw\rwf2000\train\Train_Fight\YaWxiAtCwxE_2.avi,RWF-2000,YaWxiAtCwxE_2,train,violence
..\data\raw\rwf2000\train\Train_Fight\YaWxiAtCwxE_3.avi,RWF-2000,YaWxiAtCwxE_3,train,violence
..\data\raw\rwf2000\train\Train_Fight\YaWxiAtCwxE_4.avi,RWF-2000,YaWxiAtCwxE_4,train,violence
..\data\raw\rwf2000\train\Train_Fight\YaWxiAtCwxE_5.avi,RWF-2000,YaWxiAtCwxE_5,train,violence
..\data\raw\rwf2000\train\Train_Fight\YaWxiAtCwxE_6.avi,RWF-2000,YaWxiAtCwxE_6,train,violence
..\data\raw\rwf2000\train\Train_Fight\YaWxiAtCwxE_7.avi,RWF-2000,YaWxiAtCwxE_7,train,violence
..\data\raw\rwf2000\train\Train_Fight\YaWxiAtCwxE_8.avi,RWF-2000,YaWxiAtCwxE_8,train,violence
..\data\raw\rwf2000\train\Train_Fight\YL-qwpTMjzk_0.avi,RWF-2000,YL-qwpTMjzk_0,train,violence
..\data\raw\rwf2000\train\Train_Fight\YL-qwpTMjzk_1.avi,RWF-2000,YL-qwpTMjzk_1,train,violence
..\data\raw\rwf2000\train\Train_Fight\YL-qwpTMjzk_2.avi,RWF-2000,YL-qwpTMjzk_2,train,violence
..\data\raw\rwf2000\train\Train_Fight\YL-qwpTMjzk_4.avi,RWF-2000,YL-qwpTMjzk_4,train,violence
..\data\raw\rwf2000\train\Train_Fight\YUOfgfuh_1.avi,RWF-2000,YUOfgfuh_1,train,violence
..\data\raw\rwf2000\train\Train_Fight\z19nkHMw_0.avi,RWF-2000,z19nkHMw_0,train,violence
..\data\raw\rwf2000\train\Train_Fight\z19nkHMw_1.avi,RWF-2000,z19nkHMw_1,train,violence
..\data\raw\rwf2000\train\Train_Fight\z1WyVUv8_0.avi,RWF-2000,z1WyVUv8_0,train,violence
..\data\raw\rwf2000\train\Train_Fight\z1WyVUv8_1.avi,RWF-2000,z1WyVUv8_1,train,violence
..\data\raw\rwf2000\train\Train_Fight\z1WyVUv8_2.avi,RWF-2000,z1WyVUv8_2,train,violence
..\data\raw\rwf2000\train\Train_Fight\z7dOEJwUpVk_0.avi,RWF-2000,z7dOEJwUpVk_0,train,violence
..\data\raw\rwf2000\train\Train_Fight\ZnRk8nWJ548_0.avi,RWF-2000,ZnRk8nWJ548_0,train,violence
..\data\raw\rwf2000\train\Train_Fight\zuCTuKvj_0.avi,RWF-2000,zuCTuKvj_0,train,violence
..\data\raw\rwf2000\train\Train_Fight\zuCTuKvj_1.avi,RWF-2000,zuCTuKvj_1,train,violence
..\data\raw\rwf2000\train\Train_Fight\zuCTuKvj_2.avi,RWF-2000,zuCTuKvj_2,train,violence
..\data\raw\rwf2000\train\Train_Fight\zuCTuKvj_3.avi,RWF-2000,zuCTuKvj_3,train,violence
..\data\raw\rwf2000\train\Train_Fight\zuCTuKvj_5.avi,RWF-2000,zuCTuKvj_5,train,violence
..\data\raw\rwf2000\train\Train_Fight\ZVPU5c95_0.avi,RWF-2000,ZVPU5c95_0,train,violence
..\data\raw\rwf2000\train\Train_Fight\ZVPU5c95_1.avi,RWF-2000,ZVPU5c95_1,train,violence
..\data\raw\rwf2000\train\Train_Fight\_2RYnSFPD_U_0.avi,RWF-2000,_2RYnSFPD_U_0,train,violence
..\data\raw\rwf2000\train\Train_Fight\_6-B11R9FJM_0.avi,RWF-2000,_6-B11R9FJM_0,train,violence
..\data\raw\rwf2000\train\Train_Fight\_6-B11R9FJM_1.avi,RWF-2000,_6-B11R9FJM_1,train,violence
..\data\raw\rwf2000\train\Train_Fight\_6-B11R9FJM_2.avi,RWF-2000,_6-B11R9FJM_2,train,violence
..\data\raw\rwf2000\train\Train_Fight\_6-B11R9FJM_3.avi,RWF-2000,_6-B11R9FJM_3,train,violence
..\data\raw\rwf2000\train\Train_Fight\_6-B11R9FJM_4.avi,RWF-2000,_6-B11R9FJM_4,train,violence
..\data\raw\rwf2000\train\Train_Fight\_q5Nwh4Z6ao_0.avi,RWF-2000,_q5Nwh4Z6ao_0,train,violence
..\data\raw\rwf2000\train\Train_Fight\_q5Nwh4Z6ao_1.avi,RWF-2000,_q5Nwh4Z6ao_1,train,violence
..\data\raw\rwf2000\train\Train_Fight\_q5Nwh4Z6ao_10.avi,RWF-2000,_q5Nwh4Z6ao_10,train,violence
..\data\raw\rwf2000\train\Train_Fight\_q5Nwh4Z6ao_11.avi,RWF-2000,_q5Nwh4Z6ao_11,train,violence
..\data\raw\rwf2000\train\Train_Fight\_q5Nwh4Z6ao_13.avi,RWF-2000,_q5Nwh4Z6ao_13,train,violence
..\data\raw\rwf2000\train\Train_Fight\_q5Nwh4Z6ao_14.avi,RWF-2000,_q5Nwh4Z6ao_14,train,violence
..\data\raw\rwf2000\train\Train_Fight\_q5Nwh4Z6ao_2.avi,RWF-2000,_q5Nwh4Z6ao_2,train,violence
..\data\raw\rwf2000\train\Train_Fight\_q5Nwh4Z6ao_3.avi,RWF-2000,_q5Nwh4Z6ao_3,train,violence
..\data\raw\rwf2000\train\Train_Fight\_q5Nwh4Z6ao_4.avi,RWF-2000,_q5Nwh4Z6ao_4,train,violence
..\data\raw\rwf2000\train\Train_Fight\_q5Nwh4Z6ao_5.avi,RWF-2000,_q5Nwh4Z6ao_5,train,violence
..\data\raw\rwf2000\train\Train_Fight\_q5Nwh4Z6ao_6.avi,RWF-2000,_q5Nwh4Z6ao_6,train,violence
..\data\raw\rwf2000\train\Train_Fight\_q5Nwh4Z6ao_7.avi,RWF-2000,_q5Nwh4Z6ao_7,train,violence
..\data\raw\rwf2000\train\Train_Fight\_q5Nwh4Z6ao_8.avi,RWF-2000,_q5Nwh4Z6ao_8,train,violence
..\data\raw\rwf2000\train\Train_Fight\_q5Nwh4Z6ao_9.avi,RWF-2000,_q5Nwh4Z6ao_9,train,violence
..\data\raw\rwf2000\train\Train_Fight\_RziL1Ds6xU_0.avi,RWF-2000,_RziL1Ds6xU_0,train,violence
..\data\raw\rwf2000\train\Train_Fight\_RziL1Ds6xU_1.avi,RWF-2000,_RziL1Ds6xU_1,train,violence
..\data\raw\rwf2000\train\Train_Fight\_TwPzPRK7dc_0.avi,RWF-2000,_TwPzPRK7dc_0,train,violence
..\data\raw\rwf2000\train\Train_Fight\╤àΓòúΓöÉ╤äΓòò╨¼╤ç╨¼╨æ╤åΓûÆ╨Ñ╤à╨┤Γöñ╤àΓòò╨Æ╤åΓò£╨╛╤ë╨¿Γöé╤à╨£Γòæ╤ë╨ú╨¼╤ç╨½╨Æ╤ë╨Ñ╨ù╤åΓûôΓöé╤ë╨⌐╨ù╤å╨¡╨í╤å╨¬Γöñ╤à╨Ü╨½╤äΓòæ╨¢╤äΓòùΓòó╤ç╨½╨í╤å╨₧╨╖╤ê╨╖╨û╤ë╨▓╨í2_urlgot_138.avi,RWF-2000,╤àΓòúΓöÉ╤äΓòò╨¼╤ç╨¼╨æ╤åΓûÆ╨Ñ╤à╨┤Γöñ╤àΓòò╨Æ╤åΓò£╨╛╤ë╨¿Γöé╤à╨£Γòæ╤ë╨ú╨¼╤ç╨½╨Æ╤ë╨Ñ╨ù╤åΓûôΓöé╤ë╨⌐╨ù╤å╨¡╨í╤å╨¬Γöñ╤à╨Ü╨½╤äΓòæ╨¢╤äΓòùΓòó╤ç╨½╨í╤å╨₧╨╖╤ê╨╖╨û╤ë╨▓╨í2_urlgot_138,train,violence
..\data\raw\rwf2000\train\Train_Fight\╤àΓòúΓöÉ╤äΓòò╨¼╤ç╨¼╨æ╤åΓûÆ╨Ñ╤à╨┤Γöñ╤àΓòò╨Æ╤åΓò£╨╛╤ë╨¿Γöé╤à╨£Γòæ╤ë╨ú╨¼╤ç╨½╨Æ╤ë╨Ñ╨ù╤åΓûôΓöé╤ë╨⌐╨ù╤å╨¡╨í╤å╨¬Γöñ╤à╨Ü╨½╤äΓòæ╨¢╤äΓòùΓòó╤ç╨½╨í╤å╨₧╨╖╤ê╨╖╨û╤ë╨▓╨í2_urlgot_139.avi,RWF-2000,╤àΓòúΓöÉ╤äΓòò╨¼╤ç╨¼╨æ╤åΓûÆ╨Ñ╤à╨┤Γöñ╤àΓòò╨Æ╤åΓò£╨╛╤ë╨¿Γöé╤à╨£Γòæ╤ë╨ú╨¼╤ç╨½╨Æ╤ë╨Ñ╨ù╤åΓûôΓöé╤ë╨⌐╨ù╤å╨¡╨í╤å╨¬Γöñ╤à╨Ü╨½╤äΓòæ╨¢╤äΓòùΓòó╤ç╨½╨í╤å╨₧╨╖╤ê╨╖╨û╤ë╨▓╨í2_urlgot_139,train,violence
..\data\raw\rwf2000\train\Train_Fight\╤àΓòúΓöÉ╤äΓòò╨¼╤ç╨¼╨æ╤åΓûÆ╨Ñ╤à╨┤Γöñ╤àΓòò╨Æ╤åΓò£╨╛╤ë╨¿Γöé╤à╨£Γòæ╤ë╨ú╨¼╤ç╨½╨Æ╤ë╨Ñ╨ù╤åΓûôΓöé╤ë╨⌐╨ù╤å╨¡╨í╤å╨¬Γöñ╤à╨Ü╨½╤äΓòæ╨¢╤äΓòùΓòó╤ç╨½╨í╤å╨₧╨╖╤ê╨╖╨û╤ë╨▓╨í2_urlgot_140.avi,RWF-2000,╤àΓòúΓöÉ╤äΓòò╨¼╤ç╨¼╨æ╤åΓûÆ╨Ñ╤à╨┤Γöñ╤àΓòò╨Æ╤åΓò£╨╛╤ë╨¿Γöé╤à╨£Γòæ╤ë╨ú╨¼╤ç╨½╨Æ╤ë╨Ñ╨ù╤åΓûôΓöé╤ë╨⌐╨ù╤å╨¡╨í╤å╨¬Γöñ╤à╨Ü╨½╤äΓòæ╨¢╤äΓòùΓòó╤ç╨½╨í╤å╨₧╨╖╤ê╨╖╨û╤ë╨▓╨í2_urlgot_140,train,violence
